method,query_index,query_id,question,category,reasoning,gold_ids,baseline_ids,refined_ids,lost_gold,gained_gold,status,review_notes
d_threshold_0.3,4684,916b2fff,"Strategic engagement of UHG vs rivals, ticker in last.",Company overview,False,[4823],"[4138, 17, 1448, 2432, 1144]","[4138, 17, 1448, 2432, 1144]",[],[],unchanged,
d_threshold_0.3,4685,6134b7a9,Impact on cap allocation & investments due to UnitedHealth litigation regulatory issues.,Legal,False,[4824],"[4030, 321, 4507, 3340, 2187]","[4030, 321, 4507, 3340, 2187]",[],[],unchanged,
d_threshold_0.3,4686,170afe62,"UnitedHealth Group's board roles oversee financial profitability, notably for ticker UNH.",Governance,False,[4825],"[4819, 836, 162, 5825, 513]","[4819, 836, 162, 5825, 513]",[],[],unchanged,
d_threshold_0.3,4687,ba8a6a96,"Impact of UnitedHealth's CMS risk adjustment model on premium rev & govt audit implications, UNH.",Accounting,False,[4826],"[5361, 2348, 4347, 4826, 3946]","[5361, 2348, 4347, 4826, 3946]",[],[],unchanged,
d_threshold_0.3,4688,d7d2b6fa,"Impact of UNH asset growth on inv. capacity & future prospects, UNH.",Financials,False,[4827],"[3085, 1928, 941, 765, 1685]","[3085, 1928, 941, 765, 1685]",[],[],unchanged,
d_threshold_0.3,4689,98243e7d,Impact of reduced debt issuances on UNH net cash flows in 2023 and leverage effect.,Footnotes,False,[4828],"[11, 4630, 4870, 2292, 4098]","[11, 4630, 4870, 2292, 4098]",[],[],unchanged,
d_threshold_0.3,4690,e0f5fa91,Impact of imputed int on UNH's operating lease sch.,Footnotes,False,[4829],"[4905, 2720, 5040, 4510, 4829]","[4905, 2720, 5040, 4510, 4829]",[],[],unchanged,
d_threshold_0.3,4691,0b916241,EPS * shares vs. NCLH net income comparison.,Financials,True,[4830],"[5383, 2425, 1741, 4837, 3735]","[5383, 2425, 1741, 4837, 3735]",[],[],unchanged,
d_threshold_0.3,4692,56f8fe6a,Operational performance and financial condition are impacted by NCL labor challenges.,Company overview,True,[4831],"[1769, 1046, 4283, 32, 4677]","[1769, 1046, 4283, 32, 4677]",[],[],unchanged,
d_threshold_0.3,4694,03b6872f,Impact on risk mgmt. & financial rptng from NCLH TESS/Audit oversight & CISO updates.,Risk,False,[4832],"[5443, 759, 1842, 977, 1922]","[5443, 759, 1842, 977, 1922]",[],[],unchanged,
d_threshold_0.3,4695,dab289e7,"Profitability comparison, revenue growth analysis, and key drivers between NCL, Carnival, & RC, with tickers positioned last.",Company overview,False,[4833],"[5666, 706, 5167, 295, 5471]","[5666, 706, 5167, 295, 5471]",[],[],unchanged,
d_threshold_0.3,4696,ab915391,The impact of NCLH's legal proceedings on cash flows and financial health is a key focus for investors.,Legal,False,[4834],"[3228, 3721, 1157, 5142, 5617]","[3228, 3721, 1157, 5142, 5617]",[],[],unchanged,
d_threshold_0.3,4697,aaabfd2b,NCLH strikes a balance btwn op mgmt & strategic oversight for top roles.,Governance,False,[4835],"[4585, 756, 2784, 3977, 5252]","[4585, 756, 2784, 3977, 5252]",[],[],unchanged,
d_threshold_0.3,4698,8800d19a,NCLH's receivables recognition impacts liquidity ratios & credit risk.,Accounting,False,[4836],"[2180, 5481, 2055, 5740, 721]","[2180, 5481, 2055, 5740, 721]",[],[],unchanged,
d_threshold_0.3,4699,a316af4a,Impact on diluted EPS for NCLH if anti-dilutive exch. notes are included.,Financials,True,[4837],"[4131, 4881, 1085, 2425, 4837]","[4131, 4881, 1085, 2425, 4837]",[],[],unchanged,
d_threshold_0.3,4702,a9974d90,Trends in net profit margin for EOG Resources from 2021 to 2023 (EOG).,Financials,True,[4840],"[4848, 4840, 3652, 4844, 4850]","[4848, 4840, 3652, 4844, 4850]",[],[],unchanged,
d_threshold_0.3,4705,ed8e023b,"Impact of EOG's cybersecurity costs on profit & cash flow, EOG.",Risk,False,[4843],"[4843, 4848, 4845, 4159, 3134]","[4843, 4848, 4845, 4159, 3134]",[],[],unchanged,
d_threshold_0.3,4706,a8cb0060,Licensing strategy for EOG drilling rights to enhance comp. pos.,Company overview,False,[4844],"[4844, 4840, 5813, 3688, 5769]","[4844, 4840, 5813, 3688, 5769]",[],[],unchanged,
d_threshold_0.3,4707,71978df1,Contingency reserves pending claims historical comparison for EOG.,Legal,False,[4845],"[4845, 3989, 5423, 5109, 4303]","[4845, 3989, 5423, 5109, 4303]",[],[],unchanged,
d_threshold_0.3,4708,1e8c392f,EOG's strategic ops oversight is guided by its leadership structure.,Governance,False,[4846],"[4843, 866, 5443, 3839, 713]","[4843, 866, 5443, 3839, 713]",[],[],unchanged,
d_threshold_0.3,4709,14939d05,Rev volatility & margin stability tied to EOG pricing mech.,Accounting,False,[4847],"[4847, 4848, 4845, 4840, 4851]","[4847, 4848, 4845, 4840, 4851]",[],[],unchanged,
d_threshold_0.3,4710,81f9788d,"Over 3 yrs, EOG’s (EOG) working capital shifts contrasted with its cash mgmt strategy.",Financials,False,[4848],"[4848, 167, 4845, 5134, 4841]","[4848, 167, 4845, 5134, 4841]",[],[],unchanged,
d_threshold_0.3,4711,9f644173,2023 PP&E & infra inv. trends for EOG Resources.,Footnotes,False,[4849],"[4840, 4850, 4844, 4848, 1241]","[4840, 4850, 4844, 4848, 1241]",[],[],unchanged,
d_threshold_0.3,4712,8566f774,EOG's future production reliance presents risks & opportunities for forecasts & reserves.,Footnotes,False,[4850],"[4844, 4845, 4848, 4840, 4847]","[4844, 4845, 4848, 4840, 4847]",[],[],unchanged,
d_threshold_0.3,4714,c39e9b8c,The impact of EQT Corp's remote workforce on cost structure and regional risk factors needs to be analyzed.,Company overview,True,[4852],"[4851, 2793, 4859, 4441, 2463]","[4851, 2793, 4859, 4441, 2463]",[],[],unchanged,
d_threshold_0.3,4715,adf787f3,Risk/ben. analysis of repurchase flex. for EQT.,Shareholder return,False,[4853],"[3122, 2802, 5519, 5625, 861]","[3122, 2802, 5519, 5625, 861]",[],[],unchanged,
d_threshold_0.3,4716,29149a0f,Cybersecurity cost structure for EQT vs benchmarks.,Risk,False,[4854],"[36, 43, 2498, 4323, 5768]","[36, 43, 2498, 4323, 5768]",[],[],unchanged,
d_threshold_0.3,4718,7077afee,EQT Corp's legal loss accounting accrual method is currently under review for better alignment with GAAP.,Legal,False,[4856],"[849, 4859, 4851, 1495, 361]","[849, 4859, 4851, 1495, 361]",[],[],unchanged,
d_threshold_0.3,4719,27a9b755,Impact on governance and strategy from EQT's dual role execs.,Governance,False,[4857],"[4851, 4857, 713, 4859, 4841]","[4851, 4857, 713, 4859, 4841]",[],[],unchanged,
d_threshold_0.3,4720,b1790bf5,Timing predictability for revenue recognition of EQT variable consideration vs fixed pricing.,Accounting,False,[4858],"[5480, 2337, 1858, 1415, 4673]","[5480, 2337, 1858, 1415, 4673]",[],[],unchanged,
d_threshold_0.3,4721,d3792a4e,Cash/liquidity shift impact for EQT Corp from 2022-2023.,Financials,False,"[4851, 4859]","[4851, 4859, 1756, 4848, 3522]","[4851, 4859, 1756, 4848, 3522]",[],[],unchanged,
d_threshold_0.3,4723,02dc0ea1,Debt commitments vs OC flow liquidity for EQT.,Footnotes,False,[4861],"[5589, 2180, 970, 1848, 1986]","[5589, 2180, 970, 1848, 1986]",[],[],unchanged,
d_threshold_0.3,4725,1896cd9e,"Emerson's diversity policy on human capital and its recognition through external awards reflects its commitment to inclusive practices, EMR.",Company overview,True,[4863],"[5322, 4310, 1642, 887, 2034]","[5322, 4310, 1642, 887, 2034]",[],[],unchanged,
d_threshold_0.3,4727,2b4d9eea,"The influence of frameworks, audits, & incident tests on cash flow & risk mgmt. is critical for EMR.",Risk,False,[4865],"[1495, 3228, 2130, 4182, 5726]","[1495, 3228, 2130, 4182, 5726]",[],[],unchanged,
d_threshold_0.3,4728,9c267335,"EMR – Market leadership in CapEx, R&D, and sustainability.",Company overview,False,[4866],"[4694, 2566, 8, 3649, 777]","[4694, 2566, 8, 3649, 777]",[],[],unchanged,
d_threshold_0.3,4731,21563374,Rev. alloc. risk in EMR measurement adj.,Accounting,False,[4869],"[4703, 3015, 397, 2664, 2445]","[4703, 3015, 397, 2664, 2445]",[],[],unchanged,
d_threshold_0.3,4732,8f78628d,EMR long-term debt events 2022-2024 repurchase issuance.,Financials,False,[4870],"[3929, 2527, 495, 516, 1972]","[3929, 2527, 495, 516, 1972]",[],[],unchanged,
d_threshold_0.3,4733,d648d8c1,"EMR, operating CF % of sales trend 2022-2024 drivers.",Footnotes,False,[4871],"[3146, 5605, 4561, 3080, 2566]","[3146, 5605, 4561, 3080, 2566]",[],[],unchanged,
d_threshold_0.3,4734,7b3704b4,"% trends for EMR in operating WC, liquidity, inventory, & receivables.",Footnotes,False,[4872],"[2566, 275, 338, 2723, 5767]","[2566, 275, 338, 2723, 5767]",[],[],unchanged,
d_threshold_0.3,4735,a3caa12e,"Impact of non-op adjustments on OI to IBT transition for FY23, ticker in last position.",Financials,True,[4873],"[394, 5125, 3565, 4133, 4656]","[394, 5125, 3565, 4133, 4656]",[],[],unchanged,
d_threshold_0.3,4736,1d81f6e6,Company vs. franchise employment ratio for Yum.,Company overview,True,[4874],"[4874, 4873, 3200, 5700, 1192]","[4874, 4873, 3200, 5700, 1192]",[],[],unchanged,
d_threshold_0.3,4737,b70089f0,Q4 2023 share repurchase rationale for YUM is centered around enhancing shareholder value and optimizing capital structure.,Shareholder return,False,[4875],"[4038, 5074, 2802, 1990, 5778]","[4038, 5074, 2802, 1990, 5778]",[],[],unchanged,
d_threshold_0.3,4738,7f33c30a,YUM's cybersecurity program [YUM] and its financial risk impact.,Risk,False,[4876],"[5746, 4301, 4898, 3687, 2174]","[5746, 4301, 4898, 3687, 2174]",[],[],unchanged,
d_threshold_0.3,4739,704a26ec,Risks to Yum's mkt share and future cash flow arise from digital competitors. YUM.,Company overview,False,[4877],"[4971, 2701, 297, 2013, 2499]","[4971, 2701, 297, 2013, 2499]",[],[],unchanged,
d_threshold_0.3,4741,487b38b0,"Yum! Brands' leadership in profitability and risk mgmt. is notable, YUM.",Governance,False,[4879],"[4873, 4879, 4695, 3527, 3777]","[4873, 4879, 4695, 3527, 3777]",[],[],unchanged,
d_threshold_0.3,4743,ef20d54f,Ticker YUM % change in weighted-average common & dilutive shares outstanding 2021-2023.,Financials,True,[4881],"[4366, 4296, 976, 2881, 4965]","[4366, 4296, 976, 2881, 4965]",[],[],unchanged,
d_threshold_0.3,4744,7328ea47,YUM's capex FY23 vs FY22 vs FY21.,Footnotes,False,[4882],"[1529, 1370, 4732, 3466, 814]","[1529, 1370]",[],[],unchanged,
d_threshold_0.3,4745,e54bf9f5,YUM's Rule 10b5-1 plan timing impacts exec valuation outlook.,Governance,False,[4883],"[1696, 4403, 1744, 1618, 4002]","[1696, 4403, 1744, 1618, 4002]",[],[],unchanged,
d_threshold_0.3,4746,06cbd247,GPM 2023 EFX vs 21-22.,Financials,True,[4884],"[1073, 814, 3193, 5349, 3652]","[1073, 814, 3193, 5349, 3652]",[],[],unchanged,
d_threshold_0.3,4747,972297c4,"Equifax, Int'l employee ratio vs. combined workforce & USIS; segment focus.",Company overview,True,[4885],"[4885, 2904, 1840, 5311, 2307]","[4885, 2904, 1840, 5311, 2307]",[],[],unchanged,
d_threshold_0.3,4750,87eff1ed,Ticker EFX analysis: mltpls & cash flow metrics vs ind peers.,Company overview,False,[4888],"[2292, 4143, 1073, 2, 783]","[2292, 4143, 1073, 2, 783]",[],[],unchanged,
d_threshold_0.3,4751,002d8b2b,FCA impact on Equifax: UK ops & global reg implications.,Legal,False,[4889],"[4889, 4885, 3776, 4604, 4887]","[4889, 4885, 3776, 4604, 4887]",[],[],unchanged,
d_threshold_0.3,4752,93cff071,"Equifax's CEO has significantly influenced both strategy & risk mgmt, leading to robust frameworks for addressing challenges.",Governance,False,[4890],"[4887, 4703, 4301, 1038, 4854]","[4887, 4703, 4301, 1038, 4854]",[],[],unchanged,
d_threshold_0.3,4753,5fb47282,Impact on rev rec timing from EQIX output method.,Accounting,False,[4891],"[4859, 4851, 4436, 3442, 1764]",[],[],[],unchanged,
d_threshold_0.3,4754,45b57186,Equifax (EFX) operating cash flows and $1.5B credit facility bolster liquidity risk mgmt and enhance financial resilience.,Financials,False,[4892],"[5351, 2180, 5017, 4383, 3128]","[5351, 2180, 5017, 4383, 3128]",[],[],unchanged,
d_threshold_0.3,4755,728d93bd,"Future Capex priorities for Equifax include reliability, security, DR, & software licensing, EQFX.",Footnotes,False,[4893],"[4887, 4885, 4889, 4323, 619]","[4887, 4885, 4889, 4323, 619]",[],[],unchanged,
d_threshold_0.3,4756,2b72a7fb,12m breakdown of debt maturity structure for Equifax (EFX).,Footnotes,False,[4894],"[4785, 4361, 516, 1257, 2831]","[4785, 4361, 516, 1257, 2831]",[],[],unchanged,
d_threshold_0.3,4757,8fd9b081,"Net sales & COGS for Ecolab from 2021-2023 have significantly impacted op. income & efficiency, ECL.",Financials,True,[4895],"[4896, 1720, 2999, 3652, 2471]","[4896, 1720, 2999, 3652, 2471]",[],[],unchanged,
d_threshold_0.3,4759,8d7862d5,"Repurchase % for ECL Dec 2023 vs. program, capital alloc focus for ticker.",Shareholder return,False,[4897],"[3405, 5356, 1932, 279, 3929]","[3405, 5356, 1932, 279, 3929]",[],[],unchanged,
d_threshold_0.3,4762,5a2d1b85,ECL's environmental liability accrual assumptions affect profitability & cash flows.,Legal,False,[4900],"[143, 5088, 1495, 4638, 5035]","[143, 5088, 1495, 4638, 5035]",[],[],unchanged,
d_threshold_0.3,4764,434bfcbd,Impact of revenue recognition timing on ECL cust. incentives.,Accounting,False,[4902],"[1683, 3901, 113, 3978, 2773]","[1683, 3901, 113, 3978, 2773]",[],[],unchanged,
d_threshold_0.3,4765,28561000,"ECL WC dynamics: cash, inv., liquidity.",Financials,False,"[4895, 4903]","[2055, 4143, 4383, 5740, 1373]","[2055, 4143, 4383, 5740, 1373]",[],[],unchanged,
d_threshold_0.3,4766,bbd3ab14,"Impact of ECL 2023 on OCF reflects working capital changes, ticker at the end.",Footnotes,False,[4904],"[167, 5566, 1731, 4319, 309]","[167, 5566, 1731, 4319, 309]",[],[],unchanged,
d_threshold_0.3,4767,d8580e01,impact of imputed interest on PV of lease liabilities vs ECL of total lease pmts,Footnotes,False,[4905],"[2461, 4829, 5665, 4905, 5417]","[2461, 4829, 5665, 4905, 5417]",[],[],unchanged,
d_threshold_0.3,4768,71cc2613,"CAGR for Duke Energy's operating rev from 2021 to 2023 shows a positive trend, DUK.",Financials,True,[4906],"[1554, 4915, 4980, 4906, 4912]","[1554, 4915, 4980, 4906, 4912]",[],[],unchanged,
d_threshold_0.3,4769,d57542ec,"Duke Energy's min full-time threshold for employees affects overall stability and profitability, DUK.",Company overview,True,[4907],"[4907, 4906, 4914, 4975, 4913]","[4907, 4906, 4914, 4975, 4913]",[],[],unchanged,
d_threshold_0.3,4770,f2345ba5,DUK. Q4 cap allocation pause for share repurchase tied to strategic priorities.,Shareholder return,False,[4908],"[4581, 2240, 1990, 2586, 3718]","[4581, 2240, 1990, 2586, 3718]",[],[],unchanged,
d_threshold_0.3,4771,c3a86d42,Impact of DUK cybersecurity framework on op risk & financial stability.,Risk,False,[4909],"[2803, 3687, 2632, 2344, 3048]","[2803, 3687, 2632, 2344, 3048]",[],[],unchanged,
d_threshold_0.3,4772,f36f84b0,"Regulatory frameworks from Duke Energy influence retail profit & competitive edge, DUK.",Company overview,False,[4910],"[4913, 2971, 4906, 4910, 2758]","[4913, 2971, 4906, 4910, 2758]",[],[],unchanged,
d_threshold_0.3,4773,fef3e529,Impact of MTBE litigation on cash flow & financial health of DUK.,Legal,False,[4911],"[3228, 1036, 5781, 5088, 1495]","[3228, 1036, 5781, 5088, 1495]",[],[],unchanged,
d_threshold_0.3,4774,02df4a77,DUK's exec impact on career: cap allocation & reg readiness.,Governance,False,[4912],"[5777, 4717, 4602, 4868, 4227]","[5777, 4717, 4602, 4868, 4227]",[],[],unchanged,
d_threshold_0.3,4775,11dac9fd,Impact on rev. forecast for EU&I GU&I from DUK contract structure.,Accounting,False,[4913],"[2416, 1767, 306, 216, 2617]","[2416, 1767, 306, 216, 2617]",[],[],unchanged,
d_threshold_0.3,4776,19b392a0,Impact of dividend growth vs EPS improvement on capital allocation for DUK.,Financials,True,[4914],"[5514, 4131, 2682, 1835, 854]","[5514, 4131, 2682, 1835, 854]",[],[],unchanged,
d_threshold_0.3,4778,d3f85f16,Insider trading arrangements at DUK vs valuation and strategic confidence.,Governance,False,[4916],"[4754, 1089, 4179, 1474, 3467]","[4754, 1089, 4179, 1474, 3467]",[],[],unchanged,
d_threshold_0.3,4780,f566afe7,"Calculation method for the DTE unionization % gap, with ticker placed last.",Company overview,True,[4918],"[4918, 360, 4919, 4917, 4254]","[4918, 360, 4919, 4917, 4254]",[],[],unchanged,
d_threshold_0.3,4781,5f0fab9c,Q4 2023 DTE repurchase monthly breakdown.,Shareholder return,False,[4919],"[4191, 3213, 5270, 227, 217]","[4191, 3213, 5270, 227, 217]",[],[],unchanged,
d_threshold_0.3,4782,61c95c3d,"DTE (DTE Energy) board oversees cybersecurity gvnc, enhancing invstr confidence & mngng risk.",Risk,False,[4920],"[4920, 4918, 541, 509, 4925]","[4920, 4918, 541, 509, 4925]",[],[],unchanged,
d_threshold_0.3,4783,94af7f5d,"Impact of DTE Energy’s competitive positioning on growth & valuation vs. peers is critical, DTE.",Company overview,False,[4921],"[4925, 4917, 3579, 4926, 4918]","[4925, 4917, 3579, 4926, 4918]",[],[],unchanged,
d_threshold_0.3,4784,0a6d7405,DTE non-utility eco legal risk mgmt. impacts long-term growth inv. returns.,Legal,False,[4922],"[4917, 4926, 4925, 591, 4362]","[4917, 4926, 4925, 591, 4362]",[],[],unchanged,
d_threshold_0.3,4785,09f68daf,"Financial performance & valuation of DTE, as assessed by its board structure.",Governance,False,[4923],"[4917, 4926, 4919, 4924, 360]","[4917, 4926, 4919, 4924, 360]",[],[],unchanged,
d_threshold_0.3,4788,9e24aaba,Impact on financing costs & financial health from interest exp/income balance at DTE Energy.,Footnotes,False,[4926],"[4917, 4925, 4926, 1664, 4036]","[4917, 4925, 4926, 1664, 4036]",[],[],unchanged,
d_threshold_0.3,4790,adb517af,DOV's gross margin for 2023.,Financials,True,[4928],"[3522, 1206, 1706, 12, 553]","[3522, 1206, 1706, 12, 553]",[],[],unchanged,
d_threshold_0.3,4791,dbff9eaa,Dover Corp (DOV) 25k+ employees strategic exec. operational capacity.,Company overview,True,[4929],"[4934, 4928, 4936, 3270, 176]","[4934, 4928, 4936, 3270, 176]",[],[],unchanged,
d_threshold_0.3,4792,6ec64cf0,Update on capital structure for Dover Corp and impact on EPS from new program.,Shareholder return,False,[4930],"[4928, 4936, 3465, 2425, 1666]","[4928, 4936, 3465, 2425, 1666]",[],[],unchanged,
d_threshold_0.3,4794,2573c8ba,DOV shows solid competitive positioning vs. rivals.,Company overview,False,[4932],"[4225, 1440, 2545, 233, 2961]","[4225, 1440, 2545, 233, 2961]",[],[],unchanged,
d_threshold_0.3,4795,23af3155,DOV Env. liabs. comp. and immat. factors Q4 2023.,Legal,False,[4933],"[3737, 21, 4303, 1624, 2732]","[3737, 21, 4303, 1624, 2732]",[],[],unchanged,
d_threshold_0.3,4796,b760dd60,"DOV's diverse exec background enhances competitiveness & growth potential, DOV.",Governance,False,[4934],"[1631, 3347, 2384, 3620, 2150]","[1631, 3347, 2384, 3620, 2150]",[],[],unchanged,
d_threshold_0.3,4797,84e160bc,"Rev rec consistency, reliability, & growth indicators for DOV.",Accounting,False,[4935],"[4303, 1116, 1104, 3258, 3604]","[4303, 1116, 1104, 3258, 3604]",[],[],unchanged,
d_threshold_0.3,4798,5d8157b8,DOV 3yr EPS net earnings profitability trends.,Financials,False,"[4928, 4936]","[1741, 4752, 3465, 1451, 2425]","[1741, 4752, 3465, 1451, 2425]",[],[],unchanged,
d_threshold_0.3,4799,8b613b2b,"Impact of DOV acquisitions on cash flow from investing activities & long-term growth, DOV.",Footnotes,False,[4937],"[2066, 3184, 3835, 2561, 4937]","[2066, 3184, 3835, 2561, 4937]",[],[],unchanged,
d_threshold_0.3,4800,c439a2e2,Indemnification materiality thresholds trends historically for Dover Corp.,Footnotes,False,[4938],"[4928, 3689, 3257, 4936, 2489]","[4928, 3689, 3257, 4936, 2489]",[],[],unchanged,
d_threshold_0.3,4801,83ab8f2b,2023 NP margin vs 2022/21 for ticker.,Financials,True,[4939],"[309, 3486, 1438, 3676, 295]","[309, 3486, 1438, 3676, 295]",[],[],unchanged,
d_threshold_0.3,4802,d549afd7,"Impact of Realty Income Corp's HR strategy on competitiveness and growth, O.",Company overview,True,[4940],"[4599, 1091, 5167, 295, 3357]","[4599, 1091, 5167, 295, 3357]",[],[],unchanged,
d_threshold_0.3,4803,03d51e63,Avg share price change for Realty Income in Q4 2023 & mkt implications.,Shareholder return,False,[4941],"[2000, 2308, 4768, 5690, 3818]","[2000, 2308, 4768, 5690, 3818]",[],[],unchanged,
d_threshold_0.3,4804,bdaebbc2,The impact of cybersecurity-ERM integration on stability & continuity for Realty Income (O) is significant.,Risk,False,[4942],"[1566, 5096, 3134, 3687, 2454]","[1566, 5096, 3134, 3687, 2454]",[],[],unchanged,
d_threshold_0.3,4805,b1e74c73,O's tenant risk impact on revenue/profitability.,Company overview,False,[4943],"[5195, 3593, 4649, 4943, 3062]","[5195, 3593, 4649, 4943, 3062]",[],[],unchanged,
d_threshold_0.3,4806,76ae790b,Near-term construction commitments for Realty Income vs. long-term growth strategy and rental mkt positioning.,Legal,False,[4944],"[4643, 2799, 4944, 3872, 3575]","[4643, 2799, 4944, 3872, 3575]",[],[],unchanged,
d_threshold_0.3,4808,21c7f516,O: impact of straight-line lease rev on rental income vol with CPI adj for ticker.,Accounting,False,[4946],"[2559, 2944, 4489, 4946, 4371]","[2559, 2944, 4489, 4946, 4371]",[],[],unchanged,
d_threshold_0.3,4809,bfcb31d8,"O YOY AR & working cap of current assets vs liabilities, ticker.",Financials,False,[4947],"[2899, 4598, 1271, 2099, 1485]","[2899, 4598, 1271, 2099, 1485]",[],[],unchanged,
d_threshold_0.3,4811,f3d1ea7d,Lease pymt mat split for Realty Income Corp (O).,Footnotes,False,[4949],"[3344, 2902, 5179, 5417, 4895]","[3344, 2902, 5179, 5417, 4895]",[],[],unchanged,
d_threshold_0.3,4813,8f3f5e65,Impact of DIS seasonal vs. cost volatility tied to FTE/part-time ratio.,Company overview,True,[4951],"[1423, 555, 1451, 116, 3759]","[1423, 555, 1451, 116, 3759]",[],[],unchanged,
d_threshold_0.3,4815,f2c16abd,Cybersecurity event readiness valuation assessment for DIS.,Risk,False,[4953],"[1700, 1854, 3730, 541, 2792]","[1700, 1854, 3730, 541, 2792]",[],[],unchanged,
d_threshold_0.3,4816,211a073f,DIS seasonal ad rev & linear sports impact on profit risk mitigation.,Company overview,False,"[4954, 4955, 4956]","[4955, 3025, 5471, 15, 1423]","[4955, 3025, 5471, 15, 1423]",[],[],unchanged,
d_threshold_0.3,4818,9912e204,Impact of exec tenure on DIS strategy consistency & profitability.,Governance,False,[4958],"[4346, 1393, 4628, 1114, 5490]","[4346, 1393, 4628, 1114, 5490]",[],[],unchanged,
d_threshold_0.3,4819,6a5d1db8,Impact on profitability and cash flows from DIS pension assumptions.,Accounting,False,[4959],"[5157, 3859, 3031, 4078, 3642]","[5157, 3859, 3031, 4078, 3642]",[],[],unchanged,
d_threshold_0.3,4820,936177dc,DIS EPS sensitivity to share count change (1827 vs DIS 1831) with constant NI.,Financials,True,[4960],"[4131, 3735, 5383, 4881, 2425]","[4131, 3735, 5383, 4881, 2425]",[],[],unchanged,
d_threshold_0.3,4821,acc14ec2,Liquidity & risk effects for DIS in 2023-24 show a cash flow swing.,Footnotes,False,[4961],"[2292, 2031, 5059, 3844, 2055]","[2292, 2031, 5059, 3844, 2055]",[],[],unchanged,
d_threshold_0.3,4822,3c40861b,DIS: mkts' dynamics & timing risks post trading plan termination in Dec '24.,Governance,False,[4962],"[1629, 2708, 4962, 1575, 1205]","[1629, 2708, 4962, 1575, 1205]",[],[],unchanged,
d_threshold_0.3,4823,8fc79e38,DHR’s diluted EPS recon vs reported NI.,Financials,True,[4963],"[4881, 4131, 307, 4837, 5383]","[4881, 4131, 307, 4837, 5383]",[],[],unchanged,
d_threshold_0.3,4824,84d7fced,High-growth employee % at DHR and its strategic implications.,Company overview,True,[4964],"[4441, 1392, 4591, 5105, 2183]","[4441, 1392, 4591, 5105, 2183]",[],[],unchanged,
d_threshold_0.3,4825,02a615b1,Note 19 buyback conditions for Danaher.,Shareholder return,False,[4965],"[4963, 1135, 2859, 2350, 2987]","[4963, 1135, 2859, 2350, 2987]",[],[],unchanged,
d_threshold_0.3,4826,414d46fa,Cybersecurity integration in ERM for Danaher (DHR) is critical for maintaining financial stability and mitigating risk.,Risk,False,[4966],"[648, 2454, 4301, 5746, 1020]","[648, 2454, 4301, 5746, 1020]",[],[],unchanged,
d_threshold_0.3,4828,57698c0b,"Danaher, legal proc. disclosure cat. & fin. impact.",Legal,False,[4968],"[80, 2908, 3038, 878, 650]","[80, 2908, 3038, 878, 650]",[],[],unchanged,
d_threshold_0.3,4830,03b929e0,"Impact of Danaher's prog. rev. rec. on profitability & cash flow, DHR.",Accounting,False,[4970],"[4963, 5808, 4698, 2999, 4339]","[4963, 5808, 4698, 2999, 4339]",[],[],unchanged,
d_threshold_0.3,4831,a329042d,"DHR for capex, M&A, & restructuring is operating CF sustainability.",Financials,False,[4971],"[2661, 1235, 1519, 3466, 3153]","[2661, 1235, 1519, 3466, 3153]",[],[],unchanged,
d_threshold_0.3,4832,21b74768,"The impact of DHR govt grants & financing on CAPEX, ticker, OPEX, & PP&E remains significant.",Footnotes,False,[4972],"[3466, 307, 405, 2832, 3859]","[3466, 307, 405, 2832, 3859]",[],[],unchanged,
d_threshold_0.3,4833,0065ac90,Risk of supply mkt volatility exists in a non-cancellable agrmt: DHR.,Footnotes,False,[4973],"[4858, 2615, 5816, 413, 4919]","[4858, 2615, 5816, 413, 4919]",[],[],unchanged,
d_threshold_0.3,4834,cf8ad4c5,DE proj net inc w/ 12% rev grow at const marg.,Financials,True,[4974],"[2696, 5279, 2615, 260, 1607]","[2696, 5279, 2615, 260, 1607]",[],[],unchanged,
d_threshold_0.3,4835,67feb1c2,% of FTE for D union reps outside Virginia Power.,Company overview,True,[4975],"[4978, 4918, 4106, 3270, 4917]","[4978, 4918, 4106, 3270, 4917]",[],[],unchanged,
d_threshold_0.3,4836,43dcb89c,"Buyback vol & avg prices for DOM in Oct-Dec 2023, ticker.",Shareholder return,False,[4976],"[2608, 3393, 4603, 540, 3022]","[2608, 3393, 4603, 540, 3022]",[],[],unchanged,
d_threshold_0.3,4838,a6cee43b,D: Future renewables pressuring generation profitability growth.,Company overview,False,[4978],"[3444, 3579, 1543, 3759, 422]","[3444, 3579, 1543, 3759, 422]",[],[],unchanged,
d_threshold_0.3,4839,88a44f91,Impact on fin. health risk from remediation liability reserves at Dominion Energy (D).,Legal,False,[4979],"[4975, 4974, 4982, 4983, 4984]","[4975, 4974, 4982, 4983, 4984]",[],[],unchanged,
d_threshold_0.3,4841,6ac131a1,Accrued unbilled rev. impacts rev. recog. & op. perf.,Accounting,False,[4981],"[4139, 1732, 143, 1856, 1380]","[4139, 1732, 143, 1856, 1380]",[],[],unchanged,
d_threshold_0.3,4842,805491ed,D: profitability impact from income ops change drivers 2021-2023 for ticker.,Financials,False,"[4982, 4983]","[4986, 295, 12, 32, 3801]","[4986, 295, 12, 32, 3801]",[],[],unchanged,
d_threshold_0.3,4843,4c5e2a6c,D. Energy shareholders assess cap alloc. uncertainty and cash flow outlook.,Footnotes,False,[4984],"[1542, 1533, 2764, 2493, 4984]","[1542, 1533, 2764, 2493, 4984]",[],[],unchanged,
